sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,Phone_Number,Street,City,State,Zip_Code,total_enroll,Grades,SSAS,Grade,SingleScore,pct_asian,pct_native,pct_black,pct_hispanic,pct_multi,pct_white,pct_ed,pct_swd,pct_lep,Content_MasteryE,ProgressE,Closing_GapE,ReadinessE,CCRPIScoreE,Third_Grade_Reading,Fifth_Grade_Reading,Content_MasteryM,ProgressM,Closing_GapM,ReadinessM,CCRPIScoreM,Eighth_Grade_Reading,Content_MasteryH,ProgressH,Closing_GapH,ReadinessH,Graduation_RateH,CCRPIScoreH,English_BegH,English_DevH,English_ProfH,English_DistH,Math_BegH,Math_DevH,Math_ProfH,Math_DistH,Science_BegH,Science_DevH,Science_ProfH,Science_DistH,Soc_BegH,Soc_DevH,Soc_ProfH,Soc_DistH,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,English_BegE,English_DevE,English_ProfE,English_DistE,Math_BegE,Math_DevE,Math_ProfE,Math_DistE,Science_BegE,Science_DevE,Science_ProfE,Science_DistE,Soc_BegE,Soc_DevE,Soc_ProfE,Soc_DistE,English_BegM,English_DevM,English_ProfM,English_DistM,Math_BegM,Math_DevM,Math_ProfM,Math_DistM,Science_BegM,Science_DevM,Science_ProfM,Science_DistM,Soc_BegM,Soc_DevM,Soc_ProfM,Soc_DistM,CollegeEnrollment,FinancialEfficiency,SchoolClimate,Mobility,PPE
710299,710,Paulding County,Allgood Elementary School,299,E,(770)443-8070,312 Hart Rd,Dallas,GA,30157,888,K-5,,D,69.10000000000000,1,0,31,10,7,50,29.4,13,6,63,77.8,46.4,80.2,69.10000000000000,48.40000000000000,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,33.5,37.2,9.200000000000000,14.8,40.7,35.2,9.300000000000000,40,33.3,23,3.6,26.1,54.5,18.2,1.2,,,,,,,,,,,,,,,,,,,3,21.9,
710304,710,Paulding County,Connie Dugan Elementary School,304,E,(770)949-5261,1362 Winn Rd,Douglasville,GA,30134,715,K-5,,C,70.90000000000000,1,0,29,8,6,57,26,13,3,51.3,94,47.9,76.90000000000000,70.90000000000000,41.1,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,34.7,27.9,4.5,24.1,41.1,28.1,6.600000000000000,45.3,31.3,21.1,2.3,34.4,55.5,9.4,0.8,,,,,,,,,,,,,,,,,,,4,19.6,
710310,710,Paulding County,Hal Hutchens Elementary School,310,E,(678)838-2683,586 Clonts Rd,Douglasville,GA,30134,707,K-5,,C,72.5,1,0,33,12,6,48,25.299999,12,7,67.60000000000000,79.90000000000000,51.9,82.40000000000000,72.5,52,51.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,39.6,33.2,10.4,13.9,37,37,12.1,28.5,33.6,29.9,8,24.1,50.40000000000000,17.5,8,,,,,,,,,,,,,,,,,,,4,16.3,
710394,710,Paulding County,East Paulding Middle School,394,M,(770)443-7000,2945 Hiram-Acworth Hwy.,Dallas,GA,30157,919,6-8,,C,78.2,1,0,16,10,5,68,15,17,3,,,,,,,,76.40000000000000,81.40000000000000,65.40000000000000,84.90000000000000,78.2,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,35.3,42.2,5.9,7.300000000000000,35.5,43.1,14.1,17.5,27.1,39.3,16.1,7.100000000000000,37.5,40,15.4,,,5,11.2,
710404,710,Paulding County,Austin Middle School,404,M,(770)942-0316,3490 Ridge Rd,Douglasville,GA,30134,927,6-8,,B,84,1,1,29,8,4,58,20,15,3,,,,,,,,74.10000000000000,93.2,82.7,83.8,84,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,35.4,38.5,4.7,11.8,35.2,41.2,11.7,13.4,26.4,38.1,22.1,8.700000000000000,27.4,40.8,23.1,,,4,10.1,
710410,710,Paulding County,Carl Scoggins Sr. Middle School,410,M,(770)456-4188,1663 Mulberry Rock Rd,Dallas,GA,30157,714,6-8,,D,64.2,0,0,12,7,4,77,25.1,17,1,,,,,,,,58.7,67.3,50,77.5,64.2,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,40,28.2,3.7,17.6,45.5,29.6,7.300000000000000,33.6,27.2,30.4,8.800000000000000,23.5,37.3,31.8,7.4,,,4,14.7,
711110,711,Peach County,Kay Road Elementary School,110,E,(478)825-8893,800 Kay Rd,Byron,GA,31008,552,K-5,,F,57.5,1,1,46,21,4,28,50.5,13,16,45.3,66.7,37.5,74.5,57.5,36.2,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,39.40000000000000,19.7,3.9,22,52.90000000000000,23.9,1.2,45.1,32.9,18.3,3.7,50,39,11,0,,,,,,,,,,,,,,,,,,,3,13.6,
711191,711,Peach County,Fort Valley Middle School,191,M,(478)825-2413,712 Peggy Drive,Fort Valley,GA,31030,456,6-8,,D,63.8,0,0,66,22,1,11,61.200001,13,14,,,,,,,,39.2,85.90000000000000,47.9,73.7,63.8,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.90000000000000,36.5,17.1,0.5,41.5,41,15,2.6,42.1,31.7,23.8,2.4,34.9,42.90000000000000,22.2,0,,,4,18.2,
711210,711,Peach County,Hunt Elementary School,210,E,(478)825-5296,1750 Highway 341 North,Fort Valley,GA,31030,582,K-5,,D,61.7,0,0,79,12,2,7,72.699997,11,10,38.5,70.2,77.5,69.90000000000000,61.7,21.2,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,40.1,13,0.8,33.1,52.1,14.8,0,45.8,25.3,26.5,2.4,37.3,45.8,15.7,1.2,,,,,,,,,,,,,,,,,,,3,18.8,
712103,712,Pickens County,Hill City Elementary School,103,E,(706)253-1880,600 Hill Cir,Jasper,GA,30143,568,K-5,,C,70.7,0,1,1,4,2,93,28,15,1,63.1,89.40000000000000,31.3,78.90000000000000,70.7,48.8,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,29,33.8,7.4,17.1,38.7,35.3,8.9,32,29,29,10,22,41,23,14,,,,,,,,,,,,,,,,,,,4,10.8,
712106,712,Pickens County,Harmony Elementary School,106,E,(706)253-1840,550 Harmony School Rd,Jasper,GA,30143,554,K-5,,C,75.60000000000000,0,1,0,3,2,94,29.6,18,0,63.8,79,87.5,78.2,75.60000000000000,45.8,50.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,34.6,32.9,4.800000000000000,17.5,32.9,35.3,14.4,26.1,29.4,29.4,15.1,27.7,46.2,21,5,,,,,,,,,,,,,,,,,,,4,15.6,
712189,712,Pickens County,Pickens County Middle School,189,M,(706)253-1830,1802 Refuge Rd,Jasper,GA,30143,447,6-8,,D,64.40000000000000,1,0,1,6,3,89,30.6,15,1,,,,,,,,54.1,79.8,27.8,80.40000000000000,64.40000000000000,63.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,40.3,27.6,3.7,20.3,42.40000000000000,28.4,8.9,50.40000000000000,28.1,18.5,3,35.6,40,20,4.4,,,4,8.5,
712198,712,Pickens County,Pickens County High School,198,H,(706)253-1800,500 Dragon Dr,Jasper,GA,30143,1399,9-12,,C,77.40000000000000,1,0,1,5,2,91,16.9,13,1,,,,,,,,,,,,,,66.90000000000000,82.7,61.9,80.2,95.10000000000000,77.40000000000000,19.3,33.9,39.8,7,29.4,36.5,30.2,3.9,22.6,24.6,34.2,18.6,23.3,26.9,38.7,11.2,66.90000000000000,50.2,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10.2,
712203,712,Pickens County,Jasper Elementary School,203,E,(706)253-1730,158 Stegall Dr,Jasper,GA,30143,479,K-5,,F,54.1,1,0,0,11,2,85,29.6,13,8,56.3,62.7,34.4,50.4,54.1,50.5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,32.8,25.7,8.700000000000000,19,44.7,30.4,5.9,38.1,31,25,6,27.4,50,16.7,6,,,,,,,,,,,,,,,,,,,3,16,
712303,712,Pickens County,Tate Elementary School,303,E,(706)253-5010,5630 Highway 53 E,Tate,GA,30177,297,K-5,,B,83.40000000000000,0,0,1,2,2,95,25.6,15,1,66.10000000000000,93.60000000000000,100,79.10000000000000,83.40000000000000,39.6,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,38,28.9,9.200000000000000,14.1,35.9,35.2,14.8,25,22.5,32.5,20,25,62.5,12.5,0,,,,,,,,,,,,,,,,,,,4,17.6,
712403,712,Pickens County,Jasper Middle School,403,M,(706)253-1760,339 W Church St,Jasper,GA,30143,556,6-8,,C,74,1,0,0,8,2,89,20.700001,13,2,,,,,,,,64,90.3,44.4,82.90000000000000,74,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,34.5,32.8,8,16.2,36.3,33.7,13.9,42,30.2,21.3,6.5,21.9,39.1,32,7.100000000000000,,,4,12.1,
713182,713,Pierce County,Pierce County High School,182,H,(912)449-2055,4850 County Farm Rd,Blackshear,GA,31516,1048,9-12,,B,87.30000000000000,1,0,10,8,1,81,24.200001,10,3,,,,,,,,,,,,,,84.7,92.60000000000000,80.40000000000000,83.90000000000000,90.2,87.3,15.6,28.1,46.8,9.5,9.600000000000000,33,40.8,16.5,17.4,24.3,44.90000000000000,13.4,11.4,29.1,53.6,5.9,66.2,55.1,90.80000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11.5,
713197,713,Pierce County,Pierce County Middle School,197,M,(912)449-2077,5216 County Farm Rd,Blackshear,GA,31516,847,6-8,,B,83,1,0,9,7,2,81,33.200001,14,3,,,,,,,,80.10000000000000,81,86.5,88.40000000000000,83,77.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,30.6,48,9.1,7.600000000000000,35.5,43.1,13.8,13.1,26.3,41.2,19.3,9.1,35,38.7,17.2,,,5,10.8,
713297,713,Pierce County,Blackshear Elementary School,297,E,(912)449-2088,5217 Georgia Highway 121 North,Blackshear,GA,31516,752,K-5,,B,81.80000000000000,1,0,15,8,5,70,47.200001,12,6,84,80.90000000000000,77.10000000000000,83.8,81.8,56.5,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,33.7,39.3,15.2,5.100000000000000,27,46.5,21.4,14.9,33.1,37.2,14.9,7.4,42.1,28.1,22.3,,,,,,,,,,,,,,,,,,,5,20.5,
714101,714,Pike County,Pike County Elementary School,101,E,(770)567-4444,607 Pirate Dr,Zebulon,GA,30295,710,3-5,,B,80,0,0,8,1,3,87,23.700001,10,0,67.5,83.8,92.5,82.7,80,60.7,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,35.9,39.2,7.600000000000000,11.7,42.3,38.40000000000000,7.7,24.5,28.6,38.2,8.700000000000000,19.2,54.2,23.3,3.3,,,,,,,,,,,,,,,,,,,4,9.4,
714188,714,Pike County,Pike County Primary School,188,E,(770)567-8443,7218 Highway 19 S,Zebulon,GA,30295,606,K-2,,C,73.8,0,0,7,2,2,88,29,7,0,76.2,,100,50.5,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,37,42.6,7.4,6.5,36.3,47.40000000000000,9.800000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13.4,
714194,714,Pike County,Pike County High School,194,H,(770)567-8770,331 Pirate Dr,Zebulon,GA,30295,1093,9-12,,C,77.90000000000000,0,0,8,2,2,88,15.6,9,0,,,,,,,,,,,,,,66.40000000000000,82,80,77.90000000000000,91,77.90000000000000,14.8,37.2,42.1,5.9,24.9,46,26.3,2.8,24.1,29.2,39.1,7.7,19.9,37,40.1,3.1,66.8,51.3,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.600000000000000,
714195,714,Pike County,Pike County Middle School,195,M,(770)567-3353,406 Hughley Rd,Zebulon,GA,30295,798,6-8,,B,81.7,1,0,7,2,2,88,19.4,10,0,,,,,,,,66.60000000000000,85.3,100,84.3,81.7,69.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,37.1,37.4,5.2,11.5,44.1,38.2,6.300000000000000,20.8,41.2,34.1,3.9,14.1,39.2,34.5,12.2,,,4,10.8,
714296,714,Pike County,Zebulon High School,296,H,(770)567-2955,7360 US Highway 19 S,Zebulon,GA,30295,54,9-12,,F,39,0,0,6,0,7,87,22.200001,13,0,,,,,,,,,,,,,,19,56.3,18.8,35.3,61.6,39,,,,,,,,,,,,,,,,,13.6,10.3,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,
715102,715,Polk County,Rockmart High School,102,H,(770)684-5432,990 Cartersville Hwy,Rockmart,GA,30153,925,9-12,,C,76.3,1,0,16,3,6,75,35,16,1,,,,,,,,,,,,,,60.8,83.40000000000000,100,71.90000000000000,82,76.3,21.3,27.2,46.7,4.800000000000000,30,44.90000000000000,19.8,5.300000000000000,29.1,26,33,11.9,19.2,18.8,48.5,13.4,58.7,38.5,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12.8,
715103,715,Polk County,Cedartown Middle School,103,M,(770)749-8850,1664 Syble Brannan Parkway,Cedartown,GA,30125,1022,6-8,,D,66.5,1,0,12,36,3,47,40.400002,16,7,,,,,,,,49.6,78.60000000000000,58.6,76.7,66.5,42.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,37.3,26.5,3.1,24.3,39.90000000000000,29,6.800000000000000,50.2,34,14.6,1.3,41.5,44.3,13.8,0.3,,,3,12.9,
715104,715,Polk County,Rockmart Middle School,104,M,(678)757-1479,60 Knox Mountain Rd,Rockmart,GA,30153,730,6-8,,D,64.7,0,0,17,4,6,73,48.5,15,1,,,,,,,,55.8,81.7,22.9,79.5,64.7,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,33.9,30.8,2.8,22,38.6,30.9,8.5,29.4,46.8,22.1,1.7,24.8,46.6,26.1,2.6,,,3,13.2,
715174,715,Polk County,Westside Elementary School,174,E,(770)748-0831,51 Frank Lott Dr,Cedartown,GA,30125,526,K-5,,C,70.5,0,0,13,33,4,50,37.299999,12,17,59.9,74.2,75,76.7,70.5,34.2,39.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40.3,24.2,5.5,17.2,40.3,32.2,10.3,33.7,35.8,26.3,4.2,17.9,44.2,23.2,14.7,,,,,,,,,,,,,,,,,,,3,18.2,
715183,715,Polk County,Cherokee Elementary School,183,E,(770)748-5614,191 Evergreen Ln,Cedartown,GA,30125,618,K-5,,C,71.90000000000000,1,0,9,39,5,46,33.700001,14,32,57.7,86.40000000000000,60.4,76.5,71.90000000000000,36.5,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,36.3,26.6,8.4,14.4,47.8,31.3,6.600000000000000,48.1,29.8,16.3,5.800000000000000,19.2,58.7,16.3,5.800000000000000,,,,,,,,,,,,,,,,,,,4,15.6,
715210,715,Polk County,Van Wert Elementary School,210,E,(770)684-2237,370 Atlanta Hwy,Rockmart,GA,30153,712,K-5,,D,62.40000000000000,0,0,25,5,8,61,56.5,15,1,45.3,73.60000000000000,60.4,69.7,62.4,32.8,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,31.7,27.4,4.3,36.3,42.90000000000000,18.6,2.3,42.2,33,22,2.8,33.3,54.6,11.1,0.9,,,,,,,,,,,,,,,,,,,2,25.5,
715274,715,Polk County,Eastside Elementary School,274,E,(770)684-5335,425 Prospect Rd,Rockmart,GA,30153,687,K-5,,B,81.5,0,0,11,3,8,77,44.099998,16,1,71.3,84,100,78.3,81.5,52,61.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,39.8,30.5,10.4,10.1,41.40000000000000,37.3,11.2,21.1,26.8,33.3,18.7,8.1,51.2,26.8,13.8,,,,,,,,,,,,,,,,,,,3,16.4,
715310,715,Polk County,Youngs Grove Elementary School,310,E,(770)748-3821,601 Wooten Rd,Cedartown,GA,30125,536,K-5,,D,69,0,0,8,24,4,63,54.5,14,16,56.8,76,72.7,72.5,69,38.90000000000000,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,33.8,24,6.5,22.4,41.1,30.4,6.100000000000000,31.7,30.5,26.8,11,24.4,40.2,18.3,17.1,,,,,,,,,,,,,,,,,,,3,26.1,
716195,716,Pulaski County,Pulaski County Middle School,195,M,(478)783-7215,8 Red Devil Dr,Hawkinsville,GA,31036,274,6-8,,D,67.7,2,0,37,7,3,51,48.900002,14,3,,,,,,,,55.5,66.60000000000000,85,74.8,67.7,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,39.90000000000000,24,4.2,25.1,43.3,24.7,6.800000000000000,22.7,33.3,30.7,13.3,20,53.3,21.3,5.300000000000000,,,3,13.9,
717111,717,Putnam County,Putnam County Middle School,111,M,(706)485-8547,140 Sparta Hwy,Eatonton,GA,31024,641,6-8,,D,69.3,0,0,36,12,5,46,45.900002,18,5,,,,,,,,63,80.60000000000000,44.2,77.8,69.3,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,40.40000000000000,30.8,3.9,13.2,48.2,31.8,6.9,27.6,38.7,29.8,3.9,7.2,40.90000000000000,37.6,14.4,,,3,11.8,
717112,717,Putnam County,Putnam County Primary School,112,E,(706)485-5141,162 Old Glenwood Springs Rd,Eatonton,GA,31024,677,K-2,,B,80.30000000000000,0,0,35,18,3,44,53.299999,11,12,69.40000000000000,91.3,100,76.90000000000000,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,41,30,4.5,6,35.5,48,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.1,
717113,717,Putnam County,Putnam County Elementary School,113,E,(706)485-5312,314 S Washington Ave,Eatonton,GA,31024,737,3-5,,C,70.60000000000000,1,0,39,16,4,41,50.299999,14,12,62.5,68.8,80.40000000000000,78.60000000000000,70.60000000000000,46.6,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,45.3,27.4,2.9,12.2,46,36.2,5.600000000000000,23.3,31.6,34.5,10.7,15.1,45.90000000000000,26.8,12.2,,,,,,,,,,,,,,,,,,,3,10.7,
717114,717,Putnam County,Putnam County High School,114,H,(706)485-9971,300 War Eagle Rd,Eatonton,GA,31024,763,9-12,,C,74.60000000000000,1,0,38,10,4,47,37.099998,19,2,,,,,,,,,,,,,,60.4,86,57.7,74,92.3,74.60000000000000,17.7,38.7,38.1,5.5,21.8,52,23.8,2.5,22.6,30.7,37.3,9.4,37.1,30.3,30.9,1.7,59.5,47.2,92.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13.3,
718110,718,Quitman County,Quitman County High School,110,H,(229)334-4298,173 Kaigler Rd,Georgetown,GA,39854,113,9-12,,F,51.90000000000000,0,0,84,0,1,15,53.099998,16,0,,,,,,,,,,,,,,22.9,73.60000000000000,0,62.7,90.40000000000000,51.9,63.6,27.3,9.1,0,75,17.5,7.5,0,73.10000000000000,15.4,11.5,0,72.7,13.6,9.1,4.5,25,60.90000000000000,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6.100000000000000,
718199,718,Quitman County,Quitman County Elementary School,199,EM,(229)334-4298,173 Kaigler Rd,Georgetown,GA,39854,199,K-8,,F,55.1,0,0,66,0,6,29,59.299999,15,0,29.4,70.40000000000000,60,34.2,49.3,14.8,26.7,36.2,82.2,75,74.90000000000000,65.90000000000000,35,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,35.4,6.2,0,43.1,44.6,12.3,0,60,33.3,6.7,0,33.3,60,6.7,0,47.1,30.9,20.6,1.5,47.1,41.2,11.8,0,40,45,15,0,40,50,0,10,,,3,19.6,
719100,719,Rabun County,Rabun County Middle School,100,M,(706)782-5470,95 Wildcat Pride Way,Tiger,GA,30576,350,7-8,,B,83.80000000000000,1,0,0,16,1,82,28.9,17,2,,,,,,,,75.90000000000000,89,87.5,83.90000000000000,83.8,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,37.1,35.9,5.2,8.4,24.9,46.1,20.6,18.6,28.7,37.8,14.9,16.5,31.9,32.4,19.1,,,4,7.4,
719105,719,Rabun County,Rabun County Elementary School,105,EM,(706)782-3116,1115 E Boggs Mountain Rd,Tiger,GA,30576,679,3-6,,D,69.40000000000000,0,1,1,19,3,76,37.400002,13,11,67,83.8,6.8,79.60000000000000,66.40000000000000,50.90000000000000,53.90000000000000,73.40000000000000,99.8,45,83.10000000000000,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,35.3,32.7,7.4,12.8,36.8,41.40000000000000,8.9,21.7,37.7,33.7,6.9,8,56.8,25,10.2,20.6,32.6,37.6,9.200000000000000,8.5,37.6,41.1,12.8,,,,,,,,,,,4,7.7,
719114,719,Rabun County,Rabun County Primary School,114,E,(706)782-3831,801 E Boggs Mountain Rd,Tiger,GA,30576,505,K-2,,F,56.1,0,0,1,19,3,78,42,9,13,67.2,90,45.8,46,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,34,30,8.700000000000000,11.3,37.3,42.7,8.700000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13.9,
719177,719,Rabun County,Rabun County High School ,177,H,(706)782-4526,230 Wildcat Hill Dr,Tiger,GA,30576,625,9-12,,B,86,0,0,1,16,1,81,23,15,2,,,,,,,,,,,,,,75.90000000000000,93.8,95,77.10000000000000,93.60000000000000,86,12.5,33.1,44.90000000000000,9.5,5.100000000000000,19,62,13.9,14.6,31.1,43.7,10.7,11,35.9,37.9,15.2,63.3,52.1,94.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,
720101,720,Randolph County,Randolph Clay Middle School,101,M,(229)732-2790,3451 Ga Highway 266,Cuthbert,GA,39840,173,6-8,,F,56.8,0,0,95,1,2,2,67.599998,19,0,,,,,,,,28.1,63.6,75,74.2,56.8,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.40000000000000,32.7,9.300000000000000,0.6000000000000000,45.7,38.90000000000000,13.6,1.9,81.5,14.8,3.7,0,55.6,35.2,9.300000000000000,0,,,1,12.1,
720201,720,Randolph County,Randolph Clay High School,201,H,(229)732-2101,3451 Ga Highway 266,Cuthbert,GA,39840,270,9-12,,F,56.5,0,0,97,1,0,1,52.599998,10,1,,,,,,,,,,,,,,19.9,74.8,62.5,62,83.8,56.5,47,37.9,15.2,0,75.5,20.4,4.100000000000000,0,78.10000000000000,14.1,7.800000000000000,0,83.60000000000000,9.800000000000000,6.600000000000000,0,53.1,43.1,83.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.5,
721100,721,Richmond County,Cross Creek High School,100,H,(706)772-8140,3855 Old Waynesboro Rd,Augusta,GA,30906,1256,9-12,,D,61.7,1,0,66,3,2,27,33.099998,12,1,,,,,,,,,,,,,,41.1,77.7,47.9,59.3,82.7,61.7,28.5,45.40000000000000,24.9,1.2,59.90000000000000,31.8,8.300000000000000,0,49.40000000000000,25.9,22.4,2.4,27.4,42.6,24.7,5.4,45.90000000000000,26.7,80.80000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22.2,
721101,721,Richmond County,Craig-Houghton Elementary School,101,E,(706)823-6946,1001 4th St,Augusta,GA,30907,348,K-5,,D,69.10000000000000,0,0,97,2,1,1,81.300003,16,0,37.3,87.3,96.40000000000000,64.3,69.10000000000000,19.4,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,43.3,9.700000000000000,0,30.8,51.1,15.8,2.3,51.40000000000000,42.90000000000000,5.7,0,28.6,57.1,14.3,0,,,,,,,,,,,,,,,,,,,3,51.5,
721102,721,Richmond County,Hephzibah Elementary School,102,E,(706)592-4561,2542 Highway 88,Hephzibah,GA,30815,342,K-5,,C,74.40000000000000,0,0,49,5,4,42,55.299999,14,1,52.3,89.60000000000000,86.10000000000000,72.3,74.40000000000000,28.7,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,44.40000000000000,26.4,2.2,27.5,44.90000000000000,23,4.5,28.3,37,30.4,4.3,19.6,60.90000000000000,19.6,0,,,,,,,,,,,,,,,,,,,4,27.6,
721103,721,Richmond County,Freedom Park Elementary School,103,EM,(706)796-8428,345 42nd St Bldg 43400,Fort Gordon,GA,30905,681,K-8,,B,87.5,2,0,31,14,8,45,4.4000001,12,2,77.60000000000000,100,97.5,84.3,89.8,68,65.90000000000000,66.3,92,66.7,86.40000000000000,79.40000000000000,80.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,30,42,12.1,10.7,28.6,42.7,18,11.1,27.8,43.1,18.1,11.1,63.90000000000000,20.8,4.2,21.5,34.6,38.5,5.4,16.2,42.3,33.8,7.7,27.3,39.40000000000000,30.3,3,6.100000000000000,30.3,51.5,12.1,,,3,50.2,
721104,721,Richmond County,Wilkinson Gardens Elementary School,104,E,(706)737-7219,1925 Kratha Dr,Augusta,GA,30906,551,K-5,,F,50,0,0,92,3,2,2,82.800003,9,2,25.8,74.60000000000000,21.4,64.60000000000000,50,14.4,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3,32.7,8.5,0.4,46.2,41.7,11.7,0.4,75.40000000000000,18.8,5.800000000000000,0,72.5,26.1,1.4,0,,,,,,,,,,,,,,,,,,,1,42.6,
721105,721,Richmond County,Deer Chase Elementary School,105,E,(706)772-6240,1780 Deer Chase Ln,Augusta,GA,30815,520,K-5,,D,67,2,0,93,2,2,2,49.400002,14,1,44.8,80.10000000000000,71.40000000000000,74,67,35.6,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,42.8,23.1,1.5,29.2,50.8,18.2,1.9,42.6,38.3,16,3.2,38.3,48.90000000000000,9.600000000000000,3.2,,,,,,,,,,,,,,,,,,,3,25.6,
721114,721,Richmond County,Pine Hill Middle School,114,M,(706)592-2730,2147 McElmurray Rd,Hephzibah,GA,30815,607,6-8,,F,56.40000000000000,0,0,58,6,4,32,40.700001,19,1,,,,,,,,39.7,72.60000000000000,27.1,75.3,56.4,44.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1,37.9,18.5,0.5,35.6,45,17.8,1.6,59.3,28,11.5,1.1,34.3,40.90000000000000,20.4,4.4,,,4,24.4,
721115,721,Richmond County,W.S. Hornsby Middle School,115,M,(706)823-6928,310 Kentucky Ave,Augusta,GA,30901,332,6-8,,F,41.40000000000000,0,0,92,3,1,3,81.300003,17,0,,,,,,,,19.7,63.6,3.6,63.4,41.4,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7,34.9,9,0.4,68.40000000000000,28.1,3.6,0,89.40000000000000,10.6,0,0,64.60000000000000,33.8,1.5,0,,,1,53.5,
